Antibody Code,Antibody Name,Target Name,Pan or P-Site,Antibody Type,Target Full Name,Target Uniprot ID,Target Refseq ID
NK250-1,,SIK3 (QSK),Pan-specific,,,Q9Y2K2,
NK250-2,,SIK3 (QSK),Pan-specific,,Salt-inducible serine/threonine-protein kinase SIK3,Q9Y2K2,NP_001268678.1
NK250-3,,SIK3 (QSK),Pan-specific,,Salt-inducible serine/threonine-protein kinase SIK3,Q9Y2K2,NP_001268678.1
NK251-1,,SIK (SNF1LK),Pan-specific,,,P57059,
NK251-2,,SIK (SNF1LK),Pan-specific,,,P57059,
NK251-3,,SIK (SNF1LK),Pan-specific,,,P57059,
NK252-1,,WNK1,Pan-specific,,,Q9H4A3,
NK252-2,,WNK1,Pan-specific,,,Q9H4A3,
NK252-3,,WNK1,Pan-specific,,,Q9H4A3,
NK253-1,,WNK2,Pan-specific,,,Q9Y3S1,
NK253-2,,WNK2,Pan-specific,,,Q9Y3S1,
NK253-3,,WNK2,Pan-specific,,,Q9Y3S1,
NK254-1,,WNK3 (PRKWNK3),Pan-specific,,,Q9BYP7,
NK254-2,,WNK3 (PRKWNK3),Pan-specific,,,Q9BYP7,
NK254-3,,WNK3 (PRKWNK3),Pan-specific,,,Q9BYP7,
NK255-1,,WNK4 (PRKWNK4),Pan-specific,,,Q96J92,
NK255-3,,WNK4 (PRKWNK4),Pan-specific,,,Q96J92,
NK256-1,,YSK4 (MAP3K19),Pan-specific,,,Q56UN5,
NK256-2,,YSK4 (MAP3K19),Pan-specific,,,Q56UN5,
NK256-3,,YSK4 (MAP3K19),Pan-specific,,,Q56UN5,
NK257-1,,BCKD (BCKDK),Pan-specific,,,O14874,
NK257-2,,BCKD (BCKDK),Pan-specific,,,O14874,
NK257-3,,BCKD (BCKDK),Pan-specific,,,O14874,
NK258-1,,Pim1,Pan-specific,,,P11309,
NK258-2,,Pim1,Pan-specific,,,P11309,
NK259-1,,AMPKa1 (PRKAA1),Pan-specific,,,Q13131,
NK259-2,,AMPKa1 (PRKAA1),Pan-specific,,,Q13131,
NK260-1,,AMPKa2 (PRKAA2),Pan-specific,,,P54646,
NK260-2,,AMPKa2 (PRKAA2),Pan-specific,,,P54646,
NK261-1,,CDKL2,Pan-specific,,Cyclin-dependent kinase-like 2; Serine/threonine protein kinase KKIAMRE,Q92772,NP_003939.1
NK262-1,,CDKL3,Pan-specific,,,Q8IVW4,
NK263-1,,DDR1,Pan-specific,,,Q08345,
NK264-1,,DMPK1 (DMPK),Pan-specific,,Myotonic dystrophy protein kinase,Q09013,NP_001075032.1
NK265-1,,DMPK2 (MRCK-g),Pan-specific,,,Q6DT37,
NK266-1,,DYRK2,Pan-specific,,,Q92630,
NK267-1,,EphB2,Pan-specific,,,P29323,
NK267-2,,EphB2,Pan-specific,,,P29323,
NK268-1,,Fgr,Pan-specific,,,P09769,
NK269-1,,Frk,Pan-specific,,,P42685,
NK269-2,,Frk,Pan-specific,,,P42685,
NK270-3,,GSK3b,Pan-specific,,,P49841,
NK271-1,,Hck,Pan-specific,,,P08631,
NK272-1,,HIPK2,Pan-specific,,Homeodomain-interacting protein-serine kinase 2,Q9H2X6,NP_073577.3
NK273-1,,IRR (INSRR),Pan-specific,,,P14616,
NK274-1,,ITK,Pan-specific,,,Q08881,
NK274-3,,ITK,Pan-specific,,,Q08881,
NK275-1,,MARK2,Pan-specific,,,Q7KZI7,
NK275-2,,MARK2,Pan-specific,,,Q7KZI7,
NK276-1,,MARK3,Pan-specific,,,P27448,
NK276-2,,MARK3,Pan-specific,,,P27448,
NK277-1,,MARK4,Pan-specific,,,Q96L34,
NK277-2,,MARK4,Pan-specific,,,Q96L34,
NK278-1,,MLK1 (MAP3K9),Pan-specific,,Mixed-lineage protein-serine kinase 1; Mitogen-activated protein kinase kinase kinase 9,P80192,NP_001271159.1
NK279-1,,MLK2 (MAP3K10),Pan-specific,,Mixed-lineage protein-serine kinase 2; Mitogen-activated protein kinase kinase kinase 10,Q02779,NP_002437.2.
NK280-1,,MLK4,Pan-specific,,Mixed-lineage protein-serine kinase 4,Q5TCX8,NP_115811.2
NK281-1,,MOK (RAGE),Pan-specific,,,Q9UQ07,
NK281-2,,MOK (RAGE),Pan-specific,,,Q9UQ07,
NK282-1,,MRCKa (PK428),Pan-specific,,,Q5VT25,
NK283-1,,MRCKb (CDC42BPB),Pan-specific,,,Q9Y5S2,
NK284-1,,PBK,Pan-specific,,Lymphokine-activated killer T-cell-originated protein kinase,Q96KB5,NP_060962.2
NK285-1,,"PCTK2 (PCTAIRE2, CDK17)",Pan-specific,,Cell division protein kinase 17; Protein-serine kinase PCTAIRE-2,Q00537,NP_002586.2
NK286-1,,"PCTK3 (PCTAIRE3, CDK18)",Pan-specific,,Cell division protein kinase 18; Protein-serine kinase PCTAIRE-3,Q07002,NP_002587.2
NK287-1,,CDK14 (PFTAIRE1),Pan-specific,,,O94921,
NK288-1,,Pim2,Pan-specific,,Serine/threonine-protein kinase Pim-2,Q9P1W9,NP_006866.2
NK288-2,,Pim2,Pan-specific,,Serine/threonine-protein kinase Pim-2,Q9P1W9,NP_006866.2
NK289-1,,Pim3,Pan-specific,,Serine/threonine-protein kinase Pim-3,Q86V86,NP_001001852.2
NK290-1,,PKG2 (PRKG2),Pan-specific,,,Q13237,
NK290-2,,PKG2 (PRKG2),Pan-specific,,,Q13237,
NK291-1,,Plk4 (SAK; STK18),Pan-specific,,,O00444,
NK292-1,,PRKX,Pan-specific,,,P51817,
NK293-1,,PRKY,Pan-specific,,,O43930,
NK294-1,,SGK1,Pan-specific,,,O00141,
NK295-1,,SgK288 (ANKK1),Pan-specific,,,Q8NFD2,
NK296-1,,SRPK2,Pan-specific,,,P78362,
NK298-1,,ULK1,Pan-specific,,,O75385,
NK298-2,,ULK1,Pan-specific,,,O75385,
NK299-1,,ULK4,Pan-specific,,,Q96C45,
NK300-1,,HGK (MAP4K4; NIK; ZC1),Pan-specific,,,O95819,
NK301-1,,ZC2 (TNIK; GK),Pan-specific,,,Q9UKE5,
NK302-1,,CaMK2a (CaMKII),Pan-specific,,,Q9UQM7,
NK302-2,,CaMK2a,Pan-specific,,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Q9UQM7,NP_741960.1
NK303-1,,LRRK2 (PARK8),Pan-specific,,,Q5S007,
NK304-1,,PINK1 (BRPK),Pan-specific,,,Q9BXM7,
NK305,,GRK5,Pan-specific,,G protein-coupled receptor kinase 5,P34947,NP_005299.1
NK306-1,,TTBK1-CT,Pan-specific,,,Q5TCY1,
NK306-2,,TTBK1-NT,Pan-specific,,,Q5TCY1,
NK307-2,,TTBK2-CT,Pan-specific,,,Q6IQ55,
NK352-1,,TRPM7 (CHAK1; LTRPC7),Pan-specific,,,Q96QT4,
NK353-4,,Lck,Pan-specific,,Lymphocyte-specific protein-tyrosine kinase,P06239,NP_005347
NK354-1,,ULK2,Pan-specific,,,Q8IYT8,
NK355-1,,ULK3,Pan-specific,,,Q6PHR2,
NK357-1,,ACTR-I (ALK2,Pan-specific,,Activin receptor type-1,Q04771,NP_001096.1
NK361-1,,NuaK1 (ARK5)/Nuak2,Pan-specific,,NUAK family SNF1-like kinase 1/2,O60285,NP_055655.1
NK362-1,,Bcr,Pan-specific,,Breakpoint cluster region protein,P11274,NP_004318.3
NK363-1,,BMPR2 (BMPR-II),Pan-specific,,Bone morphogenetic protein receptor type-2,Q13873,NP_001195.2
NK364-1,,BRSK1,Pan-specific,,Protein-serine/threonine kinase BRSK1,Q8TDC3,NP_115806.1
NK366-1,,CaMKKb (CaMKK2),Pan-specific,,Calcium/calmodulin-dependent protein kinase kinase 2,Q96RR4,NP_001257414.1
NK370-1,,CLK1/4,Pan-specific,,Dual specificity protein kinase CLK1/4,P49759/Q9HAZ1,NP_004062.2
NK372-1,,CLK3,Pan-specific,,Dual specificity protein kinase CLK3,P49761,NP_001123500.1
NK374-1,,DYRK3,Pan-specific,,Dual specificity tyrosine-phosphorylation-regulated kinase 3,O43781,NP_001004023.1
NK375-1,,DYRK4,Pan-specific,,Dual specificity tyrosine-phosphorylation-regulated kinase 4,Q9NR20,NP_003836.1
NK375-2,,DYRK4,Pan-specific,,Dual specificity tyrosine-phosphorylation-regulated kinase 4,Q9NR20,NP_003836.1
NK376-1,,EphA4,Pan-specific,,Ephrin type-A receptor 4 protein-tyrosine kinase,P54764,NP_001291465.1
NK381-1,,GRK7,Pan-specific,,Rhodopsin kinase,Q8WTQ7,NP_631948.1
NK382-1,,GRK1 (Rhodopsin kinase),Pan-specific,,Rhodopsin kinase,Q15835,NP_002920.1
NK383-1,,HRI (HCR; EIF2AK1),Pan-specific,,Eukaryotic translation initiation factor 2-alpha kinase 1,Q9BQI3,NP_055228.2
NK384-1,,"LMR2 (LMTK2, KPI-2)",Pan-specific,,Protein-serine/threonine kinase LMTK2,Q8IWU2,NP_055731.2
NK387-1,,Mnk1,Pan-specific,,MAP kinase-interacting protein-serine/threonine kinase 1,Q9BUB5,NP_001129025.1
NK393-1,,Nek3,Pan-specific,,NIMA (never-in-mitosis)-related protein-serine kinase 3,P51956,NP_002489.1
NN-048-2,,Grp78,Pan-specific,,Glucose regulated protein 78,P11021,NP_005338
NN-052-2,,HO1,Pan-specific,,Heme oxygenase 1,P09601,NP_002124
NN-054-3,,Hsc70,Pan-specific,,,P11142,
NN-136-4,,Calnexin,Pan-specific,,,P27824,
NN-149-2,,Crystallin aB,Pan-specific,,Crystallin alpha B (heat-shock 20 kDa like-protein),P02511,NP_001876 
NN-149-3,,Crystallin aB,Pan-specific,,Crystallin alpha B (heat-shock 20 kDa like-protein),P02511,NP_001876 
NN-150-2,,Rab5,Pan-specific,,Ras-related protein Rab-5A,P20339,NP_004153.2.
NN-152,,HSP27,Pan-specific,,,P04792,
NN-154,,Ubiquitin (Ub; UBB),Pan-specific,,,P0CG47,
NN-456-1,,PCYT1A (CTPCT; CCTA),Pan-specific,,CTP: phosphocholine cytidylyltransferase isoform A,P49585,NP_001299602.1
NN-456-2,,PCYT1A (CTPCT; CCTA),Pan-specific,,CTP: phosphocholine cytidylyltransferase isoform A,P49585,NP_001299602.1
NN000,Bak,Bak,Pan-specific,Rabbit polyclonal,Bcl2 homologous antagonist/killer (BCK2L7),Q16611,NP_001179
NN001,14-3-3 z,14-3-3 z,Pan-specific,Mouse monoclonal,14-3-3 protein zeta (cross-reacts with other isoforms),P63104,NP_003397  
NN001-2,,14-3-3-Z (YWHAZ),Pan-specific,,,P63104,
NN001-3,,14-3-3-Z-2,Pan-specific,,,P63104,
NN002,AIF,AIF,Pan-specific,Goat polyclonal,Apoptosis inducing factor (programed cell death protein 8 (PDCD8)),O95831,NP_004199
NN003,AK2,AK2,Pan-specific,Rabbit polyclonal,Adenylate kinase 2,P54819,NP_001616
NN004,APG1,APG1,Pan-specific,Rabbit polyclonal,Hsp 70-related heat shock protein 1 (osmotic stress protein 94 (OSP94)),O95757,NP_055093
NN005,Bax,Bax,Pan-specific,Rabbit polyclonal,Apoptosis regulator Bcl2-associated X protein,Q07812,NP_620116
NN006,Bcl2,Bcl2,Pan-specific,Mouse monoclonal,B-cell lymphoma protein 2 alpha,P10415,NP_000624 
NN006-1,,Bcl2,Pan-specific,,B-cell lymphoma protein 2 alpha,P10415,NP_000624 
NN007,Bcl-XL,Bcl-xL,Pan-specific,Mouse monoclonal,Bcl2-like protein 1,Q07817,NP_612815
NN008,,Bcl-xS/L,Pan-specific,,Bcl2-like protein 1,Q07817,NP_612815
NN009,Bid,Bid,Pan-specific,Goat polyclonal,BH3 interacting domain death agonist,P55957,NP_001187 
NN010,,CAS,Pan-specific,,Cellular apoptosis susceptibility protein (CSE1L),P55060,NP_001307
NN011,Caspase 1,CASP1,Pan-specific,Rabbit polyclonal,Caspase 1 (Interleukin-1 beta convertase),P29466,NP_001214
NN011-2,Caspase 1,CASP1,Pan-specific,Rabbit polyclonal,Caspase 1 (Interleukin-1 beta convertase),P29466,NP_001214
NN011-NN125,,CASP1,Pan-specific,,Caspase 1 (Interleukin-1 beta convertase),P29466,
NN012,Caspase 2,CASP2,Pan-specific,Rabbit polyclonal,Caspase 2 (ICH1 protease),P42575,NP_001215
NN012-2,Caspase 2,CASP2,Pan-specific,Mouse monoclonal,Caspase 2 (ICH1 protease),P42575,NP_001215
NN013,Caspase 3,CASP3,Pan-specific,Rabbit polyclonal,"Caspase 3 (apopain, cysteine protease CPP32)",P42574,NP_004337
NN013-3,Caspase 3,CASP3,Pan-specific,Rabbit polyclonal,"Caspase 3 (apopain, cysteine protease CPP32)",P42574,NP_004337
NN014,Caspase 4,CASP4,Pan-specific,Rabbit polyclonal,"Caspase 4 (ICH2 protease, ICE(rel)-II)",P49662,NP_001216
NN015,Caspase 5,CASP5,Pan-specific,Rabbit polyclonal,"Caspase 5 (ICH3 protease, ICE(rel)-III)",P51878,NP_004338
NN016,Caspase 6,CASP6,Pan-specific,Mouse monoclonal,Caspase 6 (apoptotic protease Mch2),P55212,NP_001217
NN017,Caspase 7,CASP7,Pan-specific,Mouse monoclonal,"Caspase 7 (ICE-like apoptotic protease 3 (ICE-LAP3), Mch3)",P55210,NP_01218
NN017-2,Caspase 7,CASP7,Pan-specific,Rabbit polyclonal,"Caspase 7 (ICE-like apoptotic protease 3 (ICE-LAP3), Mch3)",P55210,NP_01218
NN018,Caspase 8,CASP8,Pan-specific,Mouse monoclonal,"Caspase 8 (ICE-like apoptotic protease 5 (ICE-LAP5), Mch5, FLICE, CAP4)",Q14790,NP_001219
NN018-2,Caspase 8,CASP8,Pan-specific,Mouse monoclonal,"Caspase 8 (ICE-like apoptotic protease 5 (ICE-LAP5), Mch5, FLICE, CAP4)",Q14790,NP_001219
NN019,Caspase 9,CASP9,Pan-specific,Mouse monoclonal,"Caspase 9 (ICE-like apoptotic protease 6 (ICE-LAP6), Mch6, APAF3)",P55211,NP_033938
NN019-2,Caspase 9,CASP9,Pan-specific,Rabbit polyclonal,"Caspase 9 (ICE-like apoptotic protease 6 (ICE-LAP6), Mch6, APAF3)",P55211,NP_033938
NN020,Caspase 12,CASP12,Pan-specific,Rabbit polyclonal,Caspase 12,O08736,NP_033938
NN021,Catenin b,Catenin b1,Pan-specific,Rabbit polyclonal,Catenin (cadherin-associated protein) beta 1,P35222,NP_001895
NN021-1,,Catenin b1,Pan-specific,,Catenin (cadherin-associated protein) beta 1,P35222,NP_001895
NN021-2,,CTNNB1,Pan-specific,,Catenin (cadherin-associated protein) beta 1,P35222,NP_001895
NN022,,Caveolin 2,Pan-specific,,Caveolin 2,P51636,NP_001224
NN022-1,Caveolin 2,Caveolin 2,Pan-specific,Mouse monoclonal,Caveolin 2,P51636,NP_001224
NN023,,Cdc34,Pan-specific,,Cell division cycle 34 (ubiquitin-conjugating ligase),P49427,NP_004350
NN024,,Cdc42,Pan-specific,,Cell division control protein 42 homolog,P60953,NP_001782
NN025,c-IAP1,c-IAP1,Pan-specific,Rabbit polyclonal,"Cellular inhibitor of apoptosis protein 1 (baculoviral IAP repeat-containing protein 3, apoptosis inhibitor 2 (API2))",Q13490,NP_001156
NN026,Cofilin,Cofilin 1,Pan-specific,Mouse monoclonal,Cofilin 1,P23528,NP_005498
NN027,COX2,COX2,Pan-specific,Mouse monoclonal,Cyclo-oxygenase 2 (prostaglandin G/H synthase 2 precursor),P35354,NP_000954
NN027-2,,COX2,Pan-specific,,Prostaglandin G/H synthase 2,P00403,NP_000954.1
NN028,,Cyclin A,Pan-specific,,Cyclin A1,P78396,NP_003905
NN029,,CLNB1,Pan-specific,,Cyclin B1,P14635,NP_114172
NN030,Cyclin D1,Cyclin D1 (CCND1),Pan-specific,Mouse monoclonal,Cyclin D1 (PRAD1),P24385,NP_444284
NN030-1,,Cyclin D1,Pan-specific,,Cyclin D1 (PRAD1),P24385,NP_444284
NN030-2,,Cyclin D1,Pan-specific,,Cyclin D1 (PRAD1),P24385,NP_444284
NN031,,Cyclin E,Pan-specific,,Cyclin E1,P24864,NP_001229
NN032,,Cyclin G1,Pan-specific,,Cyclin G1,P51959,NP_004051 
NN033,CytoC,CytoC,Pan-specific,Rabbit polyclonal,Cytochrome C,P99999,NP_061820
NN034,DAXX,DAXX,Pan-specific,Rabbit polyclonal,Death-associated protein 6 (BING2),Q9UER7,NP_001341
NN035-NN126,,DFF35,Pan-specific,,DNA fragmentation factor alpha (ICAD) 35-kDa subunit,O00273,NP_004392
NN036,,DGKZ,Pan-specific,,,Q13574,
NN037,Dok1/p62dok,Dok1,Pan-specific,Mouse monoclonal,Docking protein 1,Q99704,NP_001372
NN038,eIF2a(discontinued on k0109),eIF2a,Pan-specific,Mouse monoclonal,Eukaryotic translation initiation factor 2 alpha,P05198,NP_004085
NN038-1,,eIF2a,Pan-specific,,Eukaryotic translation initiation factor 2 alpha,P05198,NP_004085
NN039,,eIF4E,Pan-specific,,Eukaryotic translation initiation factor 4 (mRNA cap binding protein),P06730,NP_001959
NN039-1,eIF4E,eIF4E,Pan-specific,Mouse monoclonal,Eukaryotic translation initiation factor 4 (mRNA cap binding protein),P06730,NP_001959
NN039-3,,eIF4E,Pan-specific,,Eukaryotic translation initiation factor 4 (mRNA cap binding protein),P06730,NP_001959
NN040,ERP57,ERP57,Pan-specific,Mouse monoclonal,ER protein 57 kDa (protein disulfide isomerase-associated 3; 58 kDa glucose regulated protein),P30101,NP_005304
NN040-2,,ERp57 (PDIA3),Pan-specific,,,P30101,
NN041,ERP72,ERP72,Pan-specific,Rabbit polyclonal,ER protein 72 kDa (protein disulfide isomerase-associated 4),P13667,NP_004902
NN042,,FAS,Pan-specific,,"Tumor necrosis factor superfamily member 6 (Apo1, CD95)",P25445,NP_003789
NN043,FasL,FasL,Pan-specific,Mouse monoclonal,"Tumor necrosis factor ligand, member 6",P48023,NP_000630
NN044,Fos,Fos,Pan-specific,Rabbit polyclonal,Fos-c FBJ murine osteosarcoma oncoprotein-related transcription factor,P01100,NP_005243
NN045,GNB2L1,GNB2L1,Pan-specific,Rabbit polyclonal,Guanine nucleotide-binding protein beta (receptor for activated C kinase 1 (RACK1)),P63244,NP_006089
NN046,GroEL,GroEL,Pan-specific,Rabbit polyclonal,GroEL homolog (may correspond to Hsp60),P10809,NP_002147
NN047,,Grp75,Pan-specific,,Glucose regulated protein 75,P38646,NP_004125
NN047-2,,Grp75 (HspA9),Pan-specific,,,P38646,
NN048,,Grp78,Pan-specific,,Glucose regulated protein 78,P11021,NP_005338
NN048-2,,Grp78,Pan-specific,,Glucose regulated protein 78,P11021,NP_005338
NN048-4,,Grp78 (Hspa5; BiP),Pan-specific,,,P11021,
NN048-5,,Grp78 (Hspa5; BiP),Pan-specific,,,P11021,
NN049,,Grp94,Pan-specific,,Glucose regulated protein 94 (endoplasmin),P14625,NP_003290
NN049-1,,Grp94 (HSP90B1),Pan-specific,,,P14625,
NN049-2,GRP94 CT,GRP94 (HSP90B1),Pan-specific,Rabbit polyclonal,Glucose regulated protein 94 (endoplasmin),P14625,NP_003290
NN049-3,,Grp94 (HSP90B1),Pan-specific,,,P14625,
NN049-4,,Grp94 (HSP90B1),Pan-specific,,,P14625,
NN050,hHR23B,hHR23B,Pan-specific,Mouse monoclonal,UV excison repair protein RAD23 homolog B,P54727,NP_002865
NN051,Hip,Hip,Pan-specific,Rabbit polyclonal,Hsp70/Hsc70 interacting protein (ST13),P50502,NP_003923
NN052,HO1,HO1,Pan-specific,Rabbit polyclonal,Heme oxygenase 1,P09601,NP_002124
NN052-2,HO1,HO1 (HO; HMOX1),Pan-specific,Rabbit polyclonal,Heme oxygenase 1,P09601,NP_002124
NN052-6,,HO1 (HO; HMOX1),Pan-specific,,,P09601,
NN053,HO2,HO2,Pan-specific,Rabbit polyclonal,Heme oxygenase 2,P30519,NP_002125
NN054,Hsc70,Hsc70,Pan-specific,Mouse monoclonal,Heat shock 70 kDa protein 8,P11142,NP_006588
NN054-1,,Hsc70,Pan-specific,,Heat shock 70 kDa protein 8,P11142,NP_006588
NN054-2,,Hsc70,Pan-specific,,Heat shock 70 kDa protein 8,P11142,NP_006588
NN054-3,Hsc70(Hsp73),Hsc70,Pan-specific,Mouse monoclonal,Heat shock 70 kDa protein 8,P11142,NP_006588
NN054-4,,Hsc70 (HSPA8; Hsc70; HSP73; HSPA10),Pan-specific,,,P11142,
NN055,HSF4,HSF4,Pan-specific,Mouse monoclonal,Heat shock transcription factor 4,Q9ULV5,NP_001529
NN056,,Hsp25,Pan-specific,,,P04792,
NN057,,Hsp40,Pan-specific,,"DnaJ homolog, subfamily B member 1",P25685,NP_006136
NN057-1,HSP40,HSP40,Pan-specific,Mouse monoclonal,"DnaJ homolog, subfamily B member 1",P25685,NP_006136
NN057-2,,Hsp40,Pan-specific,,"DnaJ homolog, subfamily B member 1",P25685,NP_006136
NN057-3,,Hsp40,Pan-specific,,"DnaJ homolog, subfamily B member 1",P25685,NP_006136
NN057-6,,YDJ1 (MAS5; Yeast dnaJ protein 1; HSP40),Pan-specific,,,P25685,
NN058,,Hsp47,Pan-specific,,"Heat shock 47 kDa protein (collagen-binding protein 1, colligin 1)",P29043,NP_001226
NN058-2,,HSP47 (Serpinh1),Pan-specific,,,P29043,
NN059-1,,Hsp60,Pan-specific,,"Heat shock 60 kDa protein 1 (chaperonin, CPN60)",P10809,NP_002147
NN059-2,,Hsp60,Pan-specific,,"Heat shock 60 kDa protein 1 (chaperonin, CPN60)",P10809,NP_002147
NN059-3,,Hsp60,Pan-specific,,"Heat shock 60 kDa protein 1 (chaperonin, CPN60)",P10809,NP_002147
NN059-4,,HSP60 (HSPD1; CPN60; GroEL),Pan-specific,,,P10809,
NN060,,Hsp70,Pan-specific,,Heat shock 70 kDa protein 1,P08107,NP_005336
NN060-1,HSP70,HSP70,Pan-specific,Mouse monoclonal,Heat shock 70 kDa protein 1,P08107,NP_005336
NN060-11,,HSP70 (Hsc70; Hsp71; HspA1A; HSX70),Pan-specific,,,P0DMV8,
NN060-12,,Hsc70 (HSPA8; Hsc70; HSP73; HSPA10),Pan-specific,,,P11142,
NN060-2,,Hsp70,Pan-specific,,Heat shock 70 kDa protein 1,P08107,NP_005336
NN060-3,,Hsp70,Pan-specific,,Heat shock 70 kDa protein 1,P08107,NP_005336
NN060-4,,Hsp70,Pan-specific,,Heat shock 70 kDa protein 1,P08107,NP_005336
NN060-7,,HSP70 (Hsc70; Hsp71; HspA1A; HSX70),Pan-specific,,,P0DMV8,
NN060-9,,HSP70 (Hsc70; Hsp71; HspA1A; HSX70),Pan-specific,,,P0DMV8,
NN061,,HSP90a (HSP90AA1; HSP90; HSP86; HSPC; HSPCA; LAP2),Pan-specific,,Heat shock 90 kDa protein alpha,P07900,NP_005339
NN061-1,,HSP90AB1 (HSP90; HSP84; HSP90B; HSPC2; HSPCB),Pan-specific,,,P08238,
NN061-10,HSP90a/b,HSP90a/b,Pan-specific,Mouse monoclonal,Heat shock 90 kDa protein alpha/beta,P07900,NP_005339
NN061-16,,Hsp90a/b,Pan-specific,,Heat shock 90 kDa protein alpha/beta,P07900,NP_005339
NN061-18,,HSP90AB1 (HSP90; HSP84; HSP90B; HSPC2; HSPCB),Pan-specific,,,P07900,
NN061-2,,HSP90a (HSP90AA1; HSP90; HSP86; HSPC; HSPCA; LAP2),Pan-specific,,,P07900,
NN061-3,,Hsp90a/b,Pan-specific,,Heat shock 90 kDa protein alpha/beta,P07900,NP_005339
NN061-4,,HSP90a (HSP90AA1; HSP90; HSP86; HSPC; HSPCA; LAP2),Pan-specific,,,P07900,
NN061-5,HSP90a/b,HSP90a/b,Pan-specific,Mouse monoclonal,Heat shock 90 kDa protein alpha/beta,P07900,NP_005339
NN061-6,HSP90a/b,HSP90a/b,Pan-specific,Mouse monoclonal,Heat shock 90 kDa protein alpha/beta,P07900,NP_005339
NN061-7,HSP90a/b,HSP90a/b,Pan-specific,Mouse monoclonal,Heat shock 90 kDa protein alpha/beta,P07900,NP_005339
NN061-8,HSP90a/b,HSP90a/b,Pan-specific,Mouse monoclonal,Heat shock 90 kDa protein alpha/beta,P07900,NP_005339
NN061-9,,HSP90a (HSP90AA1; HSP90; HSP86; HSPC; HSPCA; LAP2),Pan-specific,,,P07900,
NN062,,Hsp105,Pan-specific,,Heat shock 105 kDa protein,Q92598,NP_006635
NN063,,HspBP1,Pan-specific,,Hsp70 binding protein 1,Q9NZL4,NP_036399
NN064,IkBa,IkBa,Pan-specific,Rabbit polyclonal,Inhibitor of NF-kappa-B alpha (MAD3),P25963,NP_065390
NN064-2,IÎºB-Î±,IkBa,Pan-specific,Rabbit polyclonal,Inhibitor of NF-kappa-B alpha (MAD3),P25963,NP_065390
NN064-3,IkB Kinase Î±,IkBa,Pan-specific,Mouse monoclonal,Inhibitor of NF-kappa-B alpha (MAD3),P25963,NP_065390
NN064-4,IkB-a,IkBa,Pan-specific,Rabbit polyclonal,Inhibitor of NF-kappa-B alpha (MAD3),P25963,NP_065390
NN065,IkBb,IkBb,Pan-specific,Rabbit polyclonal,Inhibitor of NF-kappa-B beta (thyroid receptor interacting protein 9),Q15653,NP_002494
NN065-2,IkB Kinase Î²,IkBb,Pan-specific,Mouse monoclonal,Inhibitor of NF-kappa-B beta (thyroid receptor interacting protein 9),Q15653,NP_002494
NN066,,JUN,Pan-specific,,,P05412,
NN067,Mcl1,Mcl1,Pan-specific,Rabbit polyclonal,Myeloid cell leukemia differentiation protein 1,Q07820,NP_068779 
NN067-2,,GRK5 (GPRK5),Pan-specific,,,P34947,
NN068,SOD (Mn),SOD (Mn),Pan-specific,Rabbit polyclonal,Superoxide dismutase [Mn],P04179,NP_000627
NN068-1,,SOD (Mn),Pan-specific,,Superoxide dismutase [Mn],P04179,NP_000627
NN068-2,,SOD2 (Mn-SOD),Pan-specific,,,P04179,
NN069,MSH2,MSH2,Pan-specific,Mouse monoclonal,"DNA mismatch repair protein mutS homolog2, colon cancer, nonpolyposis type 1",P43246,NP_000242
NN070,NFkappaB p50,NFkappaB p50,Pan-specific,Rabbit polyclonal,NF-kappa-B p50 nuclear transcription factor,P19838,NP_003989
NN070-4,,GSK3b,Pan-specific,,,P49841,
NN071,,NFkappaB p65,Pan-specific,,NF-kappa-B p65 nuclear transcription factor,Q04206,NP_003989
NN072,Nip1,Nip1,Pan-specific,Mouse monoclonal,Bcl2/adenovirus E1B 19kD-interacting protein 1,Q12981,NP_001196
NN073,NME6,NME6,Pan-specific,Rabbit polyclonal,Nucleotide diphosphate kinase 6 (nm23-H6),O75414,NP_005784
NN074,NME7,NME7,Pan-specific,Rabbit polyclonal,Nucleotide diphosphate kinase 7 (nm23-H7),Q9Y5B8,NP_037462
NN075,NT5E,NT5E,Pan-specific,Rabbit polyclonal,Ecto-5'-nucleotidase (CD73 antigen),P21589,NP_002517
NN076,p16 INK4,p16 INK4,Pan-specific,Mouse monoclonal,p16 INK4a cyclin-dependent kinase inhibitor (MTS1),P42771,NP_478104
NN077,p18 INK4c,p18 INK4c,Pan-specific,Rabbit polyclonal,p18 INK4c cyclin-dependent kinase inhibitor,P42773,NP_523240
NN077-2,,IKKg (NEMO),Pan-specific,,I-kappa-B kinase gamma/NF-kappa-B essential modulator,Q9Y6K9,NP_001093327.1
NN078,p21 CDKI1,p21 CDKI1,Pan-specific,Rabbit polyclonal,cyclin-dependent kinase inhibitor 1 (MDA6),P38936,NP_000380 
NN080,p27 Kip1,p27 Kip1,Pan-specific,Rabbit polyclonal,p27 cyclin-dependent kinase inhibitor 1B,P46527,NP_004055 
NN081-NN120,,p25,Pan-specific,,CDK5 regulatory subunit p25,Q15078,NP_003876.1
NN082,p53,p53,Pan-specific,Mouse monoclonal,Tumor suppressor protein p53 (antigenNY-CO-13),P04637,NP_000537 
NN082-2,,p53 (TP53),Pan-specific,,Cellular tumor antigen p53,P04637,NP_000537.3
